province,district_name,constituency,party,votes,winner,election_year
Bagmati,Bhaktapur,1,Independent,35,False,2079
Bagmati,Bhaktapur,2,Nepali Congress,24239,True,2079
Bagmati,Bhaktapur,2,CPN-UML,23282,False,2079
Bagmati,Bhaktapur,2,नेपाल मजदुर किसान पार्टी,7127,False,2079
Bagmati,Bhaktapur,2,Rastriya Swatantra Party,4098,False,2079
Bagmati,Bhaktapur,2,Rastriya Prajatantra Party,2569,False,2079
Bagmati,Bhaktapur,2,नेपाल आमा पार्टी(एकल चुनाव चिन्ह),845,False,2079
Bagmati,Bhaktapur,2,Janata Samajwadi Party Nepal,223,False,2079
Bagmati,Bhaktapur,2,Independent,213,False,2079
Bagmati,Bhaktapur,2,हाम्रो नेपाली पार्टी,194,False,2079
Bagmati,Bhaktapur,2,Independent,167,False,2079
Bagmati,Bhaktapur,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,140,False,2079
Bagmati,Bhaktapur,2,नेपाल विवेकशील पार्टी,127,False,2079
Bagmati,Bhaktapur,2,मौलिक जरोकिलो पार्टी,102,False,2079
Bagmati,Bhaktapur,2,नेपालका लागि नेपाली पार्टी,99,False,2079
Bagmati,Bhaktapur,2,Independent,82,False,2079
Bagmati,Bhaktapur,2,आमूल परिवर्तन मसिहा पार्टी नेपाल,57,False,2079
Bagmati,Bhaktapur,2,राष्ट्रिय जनमुक्ति पार्टी,30,False,2079
Bagmati,Bhaktapur,2,नेश्नलिष्ट पिपल्स पार्टी,24,False,2079
Bagmati,Bhaktapur,2,Independent,18,False,2079
Bagmati,Bhaktapur,2,Independent,16,False,2079
Bagmati,Bhaktapur,2,Independent,16,False,2079
Bagmati,Bhaktapur,2,Independent,9,False,2079
Bagmati,Bhaktapur,2,Independent,6,False,2079
Bagmati,Bhaktapur,2,Independent,4,False,2079
Bagmati,Bhaktapur,2,Independent,3,False,2079
Bagmati,Bhaktapur,2,Independent,3,False,2079
Bagmati,Lalitpur,1,Nepali Congress,23892,True,2079
Bagmati,Lalitpur,1,CPN-UML,19278,False,2079
Bagmati,Lalitpur,1,Rastriya Swatantra Party,3277,False,2079
Bagmati,Lalitpur,1,Rastriya Prajatantra Party,1641,False,2079
Bagmati,Lalitpur,1,मंगोल नेशनल अर्गनाइजेसन,172,False,2079
Bagmati,Lalitpur,1,नेपाल मजदुर किसान पार्टी,149,False,2079
Bagmati,Lalitpur,1,Janata Samajwadi Party Nepal,146,False,2079
Bagmati,Lalitpur,1,Independent,83,False,2079
Bagmati,Lalitpur,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,32,False,2079
Bagmati,Lalitpur,1,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",24,False,2079
Bagmati,Lalitpur,1,नेश्नलिष्ट पिपल्स पार्टी,13,False,2079
Bagmati,Lalitpur,1,Independent,12,False,2079
Bagmati,Lalitpur,1,Independent,10,False,2079
Bagmati,Lalitpur,1,Independent,10,False,2079
Bagmati,Lalitpur,1,Independent,9,False,2079
Bagmati,Lalitpur,1,राष्ट्रिय जनमुक्ति पार्टी,8,False,2079
Bagmati,Lalitpur,1,Independent,7,False,2079
Bagmati,Lalitpur,1,Independent,6,False,2079
Bagmati,Lalitpur,1,Independent,5,False,2079
Bagmati,Lalitpur,1,Independent,4,False,2079
Bagmati,Lalitpur,1,Independent,3,False,2079
Bagmati,Lalitpur,2,CPN-UML,15025,True,2079
Bagmati,Lalitpur,2,हाम्रो नेपाली पार्टी,8886,False,2079
Bagmati,Lalitpur,2,Rastriya Swatantra Party,8666,False,2079
Bagmati,Lalitpur,2,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),8264,False,2079
Bagmati,Lalitpur,2,Rastriya Prajatantra Party,6646,False,2079
Bagmati,Lalitpur,2,Independent,1392,False,2079
Bagmati,Lalitpur,2,एकीकृत शक्ति नेपाल,912,False,2079
Bagmati,Lalitpur,2,नेपाल मजदुर किसान पार्टी,596,False,2079
Bagmati,Lalitpur,2,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),139,False,2079
Bagmati,Lalitpur,2,Independent,129,False,2079
Bagmati,Lalitpur,2,Independent,111,False,2079
Bagmati,Lalitpur,2,राष्ट्रिय जनमुक्ति पार्टी,104,False,2079
Bagmati,Lalitpur,2,Independent,70,False,2079
Bagmati,Lalitpur,2,Janata Samajwadi Party Nepal,68,False,2079
Bagmati,Lalitpur,2,Independent,63,False,2079
Bagmati,Lalitpur,2,नेश्नलिष्ट पिपल्स पार्टी,58,False,2079
Bagmati,Lalitpur,2,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",46,False,2079
Bagmati,Lalitpur,2,Federal Democratic National Forum,43,False,2079
Bagmati,Lalitpur,2,Independent,43,False,2079
Bagmati,Lalitpur,2,मंगोल नेशनल अर्गनाइजेसन,40,False,2079
Bagmati,Lalitpur,2,Independent,35,False,2079
Bagmati,Lalitpur,2,Independent,19,False,2079
Bagmati,Lalitpur,3,Rastriya Swatantra Party,31136,True,2079
Bagmati,Lalitpur,3,CPN-UML,12963,False,2079
Bagmati,Lalitpur,3,CPN-Maoist Centre,8769,False,2079
Bagmati,Lalitpur,3,Rastriya Prajatantra Party,2130,False,2079
Bagmati,Lalitpur,3,हाम्रो नेपाली पार्टी,1554,False,2079
Bagmati,Lalitpur,3,नेपाल मजदुर किसान पार्टी,503,False,2079
Bagmati,Lalitpur,3,Independent,360,False,2079
Bagmati,Lalitpur,3,Independent,144,False,2079
Bagmati,Lalitpur,3,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,91,False,2079
Bagmati,Lalitpur,3,आमूल परिवर्तन मसिहा पार्टी नेपाल,81,False,2079
Bagmati,Lalitpur,3,Federal Democratic National Forum,70,False,2079
Bagmati,Lalitpur,3,Independent,63,False,2079
Bagmati,Lalitpur,3,नेपाल आमा पार्टी(एकल चुनाव चिन्ह),54,False,2079
Bagmati,Lalitpur,3,Independent,46,False,2079
Bagmati,Lalitpur,3,मौलिक जरोकिलो पार्टी,43,False,2079
Bagmati,Lalitpur,3,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",39,False,2079
Bagmati,Lalitpur,3,Independent,34,False,2079
Bagmati,Lalitpur,3,Independent,29,False,2079
Bagmati,Lalitpur,3,नेश्नलिष्ट पिपल्स पार्टी,27,False,2079
Bagmati,Lalitpur,3,Independent,9,False,2079
Bagmati,Kavrepalanchok,1,CPN-Maoist Centre,34512,True,2079
Bagmati,Kavrepalanchok,1,CPN-UML,30548,False,2079
Bagmati,Kavrepalanchok,1,Rastriya Swatantra Party,8697,False,2079
Bagmati,Kavrepalanchok,1,Rastriya Prajatantra Party,1853,False,2079
Bagmati,Kavrepalanchok,1,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),1127,False,2079
Bagmati,Kavrepalanchok,1,Independent,483,False,2079
Bagmati,Kavrepalanchok,1,मंगोल नेशनल अर्गनाइजेसन,357,False,2079
Bagmati,Kavrepalanchok,1,Janata Samajwadi Party Nepal,350,False,2079
Bagmati,Kavrepalanchok,1,नेपाल कम्युनिष्ट पार्टी परिवर्तन,278,False,2079
Bagmati,Kavrepalanchok,1,Independent,239,False,2079
Bagmati,Kavrepalanchok,1,Independent,184,False,2079
Bagmati,Kavrepalanchok,1,नेपाल कम्युनिष्ट पार्टी माओवादी समाजवादी,101,False,2079
Bagmati,Kavrepalanchok,1,नेपाल मजदुर किसान पार्टी,94,False,2079
Bagmati,Kavrepalanchok,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,85,False,2079
Bagmati,Kavrepalanchok,1,Independent,59,False,2079
Bagmati,Kavrepalanchok,1,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",46,False,2079
Bagmati,Kavrepalanchok,1,Independent,33,False,2079
Bagmati,Kavrepalanchok,2,CPN-UML,45345,True,2079
Bagmati,Kavrepalanchok,2,Nepali Congress,39482,False,2079
Bagmati,Kavrepalanchok,2,Rastriya Swatantra Party,10573,False,2079
Bagmati,Kavrepalanchok,2,Rastriya Prajatantra Party,1933,False,2079
Bagmati,Kavrepalanchok,2,नेपाल मजदुर किसान पार्टी,802,False,2079
Bagmati,Kavrepalanchok,2,Independent,173,False,2079
Bagmati,Kavrepalanchok,2,Janata Samajwadi Party Nepal,162,False,2079
Bagmati,Kavrepalanchok,2,Independent,115,False,2079
Bagmati,Kavrepalanchok,2,नेपाल नौलो जनवादी पार्टी(एकल चुनाव चिन्ह),100,False,2079
Bagmati,Kavrepalanchok,2,Independent,100,False,2079
Bagmati,Kavrepalanchok,2,नेपाल कम्युनिष्ट पार्टी माओवादी समाजवादी,99,False,2079
Bagmati,Kavrepalanchok,2,मंगोल नेशनल अर्गनाइजेसन,92,False,2079
Bagmati,Kavrepalanchok,2,नेपाल कम्युनिष्ट पार्टी परिवर्तन,86,False,2079
Bagmati,Kavrepalanchok,2,Independent,83,False,2079
Bagmati,Kavrepalanchok,2,Independent,45,False,2079
Bagmati,Kavrepalanchok,2,Federal Democratic National Forum,35,False,2079
Bagmati,Sindhupalchok,1,CPN-Maoist Centre,30408,True,2079
Bagmati,Sindhupalchok,1,CPN-UML,27066,False,2079
Bagmati,Sindhupalchok,1,Rastriya Swatantra Party,3503,False,2079
Bagmati,Sindhupalchok,1,Rastriya Prajatantra Party,1651,False,2079
Bagmati,Sindhupalchok,1,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),1111,False,2079
Bagmati,Sindhupalchok,1,Independent,552,False,2079
Bagmati,Sindhupalchok,1,Independent,430,False,2079
Bagmati,Sindhupalchok,1,मंगोल नेशनल अर्गनाइजेसन,413,False,2079
Bagmati,Sindhupalchok,1,Janata Samajwadi Party Nepal,308,False,2079
Bagmati,Sindhupalchok,1,Federal Democratic National Forum,193,False,2079
Bagmati,Sindhupalchok,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,121,False,2079
Bagmati,Sindhupalchok,1,नेपाल मजदुर किसान पार्टी,94,False,2079
Bagmati,Sindhupalchok,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,90,False,2079
Bagmati,Sindhupalchok,1,Independent,88,False,2079
Bagmati,Sindhupalchok,2,Nepali Congress,39381,True,2079
Bagmati,Sindhupalchok,2,CPN-UML,27515,False,2079
Bagmati,Sindhupalchok,2,Rastriya Prajatantra Party,2820,False,2079
Bagmati,Sindhupalchok,2,Rastriya Swatantra Party,2453,False,2079
Bagmati,Sindhupalchok,2,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),612,False,2079
Bagmati,Sindhupalchok,2,Independent,378,False,2079
Bagmati,Sindhupalchok,2,मंगोल नेशनल अर्गनाइजेसन,184,False,2079
Bagmati,Sindhupalchok,2,जनमत पार्टी,109,False,2079
Bagmati,Sindhupalchok,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,88,False,2079
Bagmati,Sindhupalchok,2,आमूल परिवर्तन मसिहा पार्टी नेपाल,37,False,2079
Bagmati,Sindhupalchok,2,नेपाल मजदुर किसान पार्टी,18,False,2079
Bagmati,Sindhupalchok,2,Independent,15,False,2079
Bagmati,Sindhupalchok,2,Federal Democratic National Forum,12,False,2079
Bagmati,Makwanpur,1,Rastriya Prajatantra Party,27851,True,2079
Bagmati,Makwanpur,1,Nepali Congress,25464,False,2079
Bagmati,Makwanpur,1,CPN-UML,25460,False,2079
Bagmati,Makwanpur,1,Rastriya Swatantra Party,5703,False,2079
Bagmati,Makwanpur,1,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),759,False,2079
Bagmati,Makwanpur,1,हाम्रो नेपाली पार्टी,422,False,2079
Bagmati,Makwanpur,1,Independent,414,False,2079
Bagmati,Makwanpur,1,Janata Samajwadi Party Nepal,362,False,2079
Bagmati,Makwanpur,1,मंगोल नेशनल अर्गनाइजेसन,293,False,2079
Bagmati,Makwanpur,1,नेपाली कांग्रेस (बी.पी.),174,False,2079
Bagmati,Makwanpur,1,Janata Samajwadi Party Nepal,86,False,2079
Bagmati,Makwanpur,1,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),69,False,2079
Bagmati,Makwanpur,1,नेपाल मजदुर किसान पार्टी,46,False,2079
Bagmati,Makwanpur,1,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",39,False,2079
Bagmati,Makwanpur,1,मौलिक जरोकिलो पार्टी,24,False,2079
Bagmati,Makwanpur,1,Independent,8,False,2079
Bagmati,Makwanpur,2,CPN-UML,34950,True,2079
Bagmati,Makwanpur,2,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),30432,False,2079
Bagmati,Makwanpur,2,Rastriya Swatantra Party,12059,False,2079
Bagmati,Makwanpur,2,Rastriya Prajatantra Party,2196,False,2079
Bagmati,Makwanpur,2,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),1807,False,2079
Bagmati,Makwanpur,2,मंगोल नेशनल अर्गनाइजेसन,423,False,2079
Bagmati,Makwanpur,2,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),275,False,2079
Bagmati,Makwanpur,2,नेश्नलिष्ट पिपल्स पार्टी,68,False,2079
Bagmati,Makwanpur,2,नेपाल मजदुर किसान पार्टी,53,False,2079
Bagmati,Makwanpur,2,Independent,31,False,2079
Madhesh,Rautahat,1,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),33522,True,2079
Madhesh,Rautahat,1,CPN-UML,26922,False,2079
Madhesh,Rautahat,1,जनमत पार्टी,1411,False,2079
Madhesh,Rautahat,1,Independent,454,False,2079
Madhesh,Rautahat,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,353,False,2079
Madhesh,Rautahat,1,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),318,False,2079
Madhesh,Rautahat,1,नेपाली जनता दल,259,False,2079
Madhesh,Rautahat,1,Independent,181,False,2079
Madhesh,Rautahat,1,Independent,176,False,2079
Madhesh,Rautahat,1,Rastriya Swatantra Party,163,False,2079
Madhesh,Rautahat,1,नेपाल मजदुर किसान पार्टी,103,False,2079
Madhesh,Rautahat,1,Independent,32,False,2079
Madhesh,Rautahat,1,Independent,32,False,2079
Madhesh,Rautahat,1,Independent,28,False,2079
Madhesh,Rautahat,1,Independent,20,False,2079
Madhesh,Rautahat,1,Independent,18,False,2079
Madhesh,Rautahat,1,Independent,17,False,2079
Madhesh,Rautahat,2,Independent,32842,True,2079
Madhesh,Rautahat,2,Nepali Congress,28248,False,2079
Madhesh,Rautahat,2,Janata Samajwadi Party Nepal,2122,False,2079
Madhesh,Rautahat,2,जनमत पार्टी,1004,False,2079
Madhesh,Rautahat,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,152,False,2079
Madhesh,Rautahat,2,नेपाल मजदुर किसान पार्टी,74,False,2079
Madhesh,Rautahat,2,Independent,60,False,2079
Madhesh,Rautahat,2,Independent,57,False,2079
Madhesh,Rautahat,2,Independent,30,False,2079
Madhesh,Rautahat,2,गान्धीवादी पार्टी नेपाल,19,False,2079
Madhesh,Rautahat,2,Independent,12,False,2079
Madhesh,Rautahat,2,Independent,9,False,2079
Madhesh,Rautahat,2,Independent,7,False,2079
Madhesh,Rautahat,3,Independent,32437,True,2079
Madhesh,Rautahat,3,Independent,25200,False,2079
Madhesh,Rautahat,3,CPN-Maoist Centre,8558,False,2079
Madhesh,Rautahat,3,नागरिक उन्मुक्ति पार्टी,1723,False,2079
Madhesh,Rautahat,3,Rastriya Swatantra Party,1006,False,2079
Madhesh,Rautahat,3,जनमत पार्टी,817,False,2079
Madhesh,Rautahat,3,Rastriya Prajatantra Party,456,False,2079
Madhesh,Rautahat,3,Independent,146,False,2079
Madhesh,Rautahat,3,Independent,87,False,2079
Madhesh,Rautahat,3,नेपाल मजदुर किसान पार्टी,84,False,2079
Madhesh,Rautahat,3,Independent,69,False,2079
Madhesh,Rautahat,3,Independent,67,False,2079
Madhesh,Rautahat,3,नेपाल सद्भावना पार्टी,59,False,2079
Madhesh,Rautahat,3,Independent,56,False,2079
Madhesh,Rautahat,3,Independent,47,False,2079
Madhesh,Rautahat,3,Independent,38,False,2079
